text_a	text_b	damsl_labels	labels
Cyrus	We divided 12 by 5 and then we saw that there was the remainder and I know in one of the lessons we add the remainder like say it was remainder 2 and then its	sd	4.0
Now 5 times 4 is what	20	b	3.0
20	Its 20	sd	3.0
That would be Agree	Agree	sd	1.0
With your kneetoknee partner if you would like	What about the second one	sd	0.0
All the work like I do on mine	Ive been erasing all my work	sd	0.0
Dont erase your work	I forgot what	sd	0.0
Were showing Nadia active listening you know we expect from each other	What I did was I did 2 x 81 which equals 162 for the numerator and 5 x 1 5 and I figured out how many 5s goes into 162 which is 12 and I had a remainder of 2 so 162 is 12 and 25	sd	4.0
Okay Arthur would you like to add something	I dont want to add but my thinking is similar because I used the same with the way that she got the answer and I did get 1625 but then I didnt know how to convert it so I agree	sd	1.0
Youre stuck on the converting part	Yes	b	0.0
Cyrus	My thinking was different from it	sd	1.0
My thinking was different from it	I did the exact same thing she did and I got 1625 and then I did 32 x 5 because I want to get a close number to 162 and I got 160	sd	1.0
I did the exact same thing she did and I got 1625 and then I did 32 x 5 because I want to get a close number to 162 and I got 160	I have a remainder of 2 and I got an answer of 32 and 25	sd	4.0
2 x 5 is	10	b	3.0
3 x 5 is	15	b	3.0
Plus one	16	b	3.0
Oh Im making it mad	Oh no	ba	0.0
Okay	Hopefully it doesnt hurt you	sd	0.0
162 minus 160 is what Atticus	Its two	sd	3.0
Calvin can you stand up and erase this while I switch screens	Yes	b	0.0
What do you think that means	Like fraction of but instead of whole numbers youre doing it on a fraction	sd	3.0
Okay apply who can read the word apply in yellow Nadia	To complete work using what you have learned already	sd	0.0
Just a little bit of think time by yourself	What do you do once youre done	sv	0.0
Did you draw a picture	No I dont like pictures	sd	0.0
Michelle	That we have different denominators	sd	3.0
Calvin how do we find the answer	What I did is I made it I guess since it was 34 and so I made it into 68	sd	3.0
Okay so we had a half of 34 not 68	No I made it bigger into 68 and then I divided by a 12 or I made that into a half which was 38	sd	4.0
Natasha	since the two denominators are different I had to multiply what times what equals four so two times two and then I multiplied the numerators two times two and then I got 24 and 34 to the same denominator and then I got 54 so I converted it to 1 and 14	sd	4.0
You can just multiply across	Yes	b	0.0
Classityclass	Yessityyes	aa	0.0
Okay when you have it folded in half just show me you do like this	Can we open it back up	sd	0.0
Jaden what did you notice	I have 24 now	sd	3.0
So friends 12 x 1214	Yes sir	sd	0.0
1 x 1 is 1 2 x 2 is 4	2 x 2 is 4	sd	0.0
Let me do that again under there	Now theyre not even	sd	3.0
Classityclass	Yessityyes	aa	0.0
Who has it in stick right now	Me	b	0.0
So thats why we still have our whole pizza here but she only had half she ate 23 of her 12 so overall she ate one 26 of the pizza which is 13	Okay	b	0.0
Jaden whats 1 x 2	Oh 2	b	3.0
Edwin whats 2 x 3	6	b	3.0
173	So I give you these pictures	sd	0.0
Arthur	16	b	3.0
Nadia	My partner said that first she split into halves and then she colored one half inside and then she split it into thirds six and then she colored two thirds and then she got 26	sd	1.0
Madison	26	b	3.0
You take it and you split it into thirds so now you have I was coloring lightly 13 of that	Look what I did	sd	0.0
Yes	I thought that you mentioned	sd	0.0
How many of those 12 are shaded in	Gray	sd	0.0
What do you notice	Yessy yessy	aa	0.0
Wait how many of those fourths did I have	Four fourths	sd	3.0
Cyrus	You just shaded in 112	sd	3.0
Atticus are you doing B on your own	I did that one	sd	0.0
Jean	Three	sd	3.0
Jessie	312	b	3.0
Youre great	At first I thought this was two by and then I got	sd	3.0
You got the hang of it	I kind of got the hang of it I kind of	sd	0.0
Okay when you are done raise your hand so I can check your work	You got to erase this bottom piece	sd	3.0
You got to erase this bottom piece	Wait with just numbers right	sd	0.0
Wait with just numbers right	Im confused because 13 of 23	sd	3.0
You have 13 so you split it into thirds and you colored in your 13 right	Wait	sd	0.0
Then you have 13 and then you have 23 of that colored in	that makes a lot more sense	sd	0.0
The picture on number six is the toughest one	Are you supposed to check all of these or are you supposed to make these to that	sd	0.0
The first two are right now I want to check five and six and youre done	Im just stating my opinion and my opinion is in the state of the law whatever you say will be held against you in the court of law	sd	0.0
She needs some help it looks like	Yes I didnt	sd	0.0
Thats fine	The last ones super weirdHe most likely he doesnt care	sd	0.0
The last ones super weirdHe most likely he doesnt care	One two three four five	sd	0.0
Okay friends if you have a mic at your desk please bring it to	False	aa	3.0
False	False	aa	3.0
False	True	aa	3.0
True	What	ba	0.0
What	False	aa	3.0
False	I think its false	sv	1.0
I think its false	I think its false because when you look at 6785 when you see 679 it wouldnt be 8	sv	4.0
I think its false because when you look at 6785 when you see 679 it wouldnt be 8	It would be five more than 8	sd	4.0
It would be five more than 8	I noticed that	sd	0.0
I noticed that	Yes	b	0.0
Yes	Yes	b	1.0
Yes	Yes	b	0.0
Yes	True	aa	3.0
True	Because if you look at the 1 and if you make that into the 99 form basically it would be 100 and that ones 99 so its 100	sd	4.0
Because if you look at the 1 and if you make that into the 99 form basically it would be 100 and that ones 99 so its 100	I think its true because theres one more tenth for 53 and one less tenth for 5289	sv	4.0
I think its true because theres one more tenth for 53 and one less tenth for 5289	Because	sd	0.0
Because	Because ones in the hundredths and the	sd	4.0
Because ones in the hundredths and the	Oh yes	b	0.0
Oh yes	I think its true because in the place value of the hundredth place value theres a zero and in the other one the hundredths place value theres a five	sd	4.0
I think its true because in the place value of the hundredth place value theres a zero and in the other one the hundredths place value theres a five	Oh yes	b	0.0
Oh yes	microphone	aa	0.0
microphone	Can I have one	sd	0.0
Can I have one	A product is the answer for multiplication	sd	3.0
A product is the answer for multiplication	Yes	b	1.0
Yes	That the	sd	0.0
That the	fraction by a fraction	sd	3.0
fraction by a fraction	I noticed that some were shaded	sd	3.0
I noticed that some were shaded	They all came in different colors	sd	3.0
They all came in different colors	The colors represented whats it called the fractions	sd	3.0
The colors represented whats it called the fractions	415	b	3.0
415	Because I looked at the darkest shaded theyre 4	sd	4.0
Because I looked at the darkest shaded theyre 4	Then there are 15 overall squares	sd	4.0
Then there are 15 overall squares	That you have to multiply	sd	3.0
That you have to multiply	The number of  side by  to find out what	sd	3.0
The number of  side by  to find out what	The length by width	sd	3.0
The length by width	You said length by height	sd	0.0
You said length by height	Length times width	sd	0.0
Length times width	Sorry	b	0.0
Sorry	I split it into thirds	sd	4.0
I split it into thirds	Shaded those two thirds and then split it this way shading these two thirds and these four	sd	4.0
Shaded those two thirds and then split it this way shading these two thirds and these four	Oh yes	b	0.0
Oh yes	49	b	3.0
49	Area	sd	3.0
Area	Length comes with two words	sd	3.0
Length comes with two words	Numerator and denominator	sd	3.0
Numerator and denominator	Fractions with the same	sd	3.0
Fractions with the same	Double shading	sd	3.0
Double shading	Product	sd	3.0
Product	The first diagram I notice that its one unit by one unit	sd	3.0
The first diagram I notice that its one unit by one unit	I noticed that theyre both in 13 so they were split into thirds	sd	4.0
I noticed that theyre both in 13 so they were split into thirds	I also noticed that each  square and something by something like 3 by 3 or 4 by 4 or 4 by 3	sd	3.0
I also noticed that each  square and something by something like 3 by 3 or 4 by 4 or 4 by 3	Yes	b	0.0
Yes	The line pointing upwards is vertical and the line pointing sideways is horizontal	sd	3.0
The line pointing upwards is vertical and the line pointing sideways is horizontal	How high I can jump	sd	3.0
How high I can jump	When you say jump across	sd	0.0
When you say jump across	I will be A	sd	0.0
I will be A	Then 49 x 1 2 3 4 5	sd	3.0
Then 49 x 1 2 3 4 5	Yessy yessy	aa	0.0
Yessy yessy	Do we do 12 by 1 then	sd	0.0
Do we do 12 by 1 then	23 by	sd	3.0
23 by	34	b	3.0
34	14	b	3.0
14	Yes	b	0.0
Yes	My partner said that the dimension by 34 is 14	sd	1.0
My partner said that the dimension by 34 is 14	What she said you see we know how those things work is right there and how its that one block that 14 is also the one block all the way at the bottom	sd	4.0
What she said you see we know how those things work is right there and how its that one block that 14 is also the one block all the way at the bottom	Those both lineup so thats how you know its 24 by 14	sd	4.0
Those both lineup so thats how you know its 24 by 14	Yes	b	0.0
Yes	The area of the shaded rectangle all you have to do is 14 x 34	sd	3.0
The area of the shaded rectangle all you have to do is 14 x 34	Three	sd	3.0
Three		b	3.0
	Okay its 44	sd	3.0
Okay its 44	Livia	sd	0.0
Livia	44	b	3.0
44	Livia	sd	0.0
Livia	44 34 24 and all the way to 1	sd	3.0
44 34 24 and all the way to 1	You have to multiply 412 x 1	sd	3.0
You have to multiply 412 x 1	24 by	sd	3.0
24 by	24 by 24	sd	3.0
24 by 24	You multiply	aa	3.0
You multiply	Okay	b	0.0
Okay	23 24	b	3.0
23 24	Fourths	aa	3.0
Fourths	Thirds	sd	3.0
Thirds	24	b	3.0
24	To 23	sd	3.0
To 23	Yes	b	0.0
Yes	We found the numerator by doing a multiplication problem	sd	4.0
We found the numerator by doing a multiplication problem	Since we knew it was fourths vertically and thirds horizontally we did 4 x 3 and	sd	4.0
Since we knew it was fourths vertically and thirds horizontally we did 4 x 3 and	that was 12	sd	4.0
that was 12	I thought you said denominator	sd	3.0
I thought you said denominator	We did 24 x 23	sd	3.0
We did 24 x 23	I thought about it as I saw theres 24 and 23 so I multiplied the numerators together to get the numerator of 4	sd	4.0
I thought about it as I saw theres 24 and 23 so I multiplied the numerators together to get the numerator of 4	How I found the denominator is I covered up the numerators and then I just multiplied both denominators by 4 and 3 and then I got 12	sd	4.0
How I found the denominator is I covered up the numerators and then I just multiplied both denominators by 4 and 3 and then I got 12	Agree	sd	1.0
Agree	I agree	aa	1.0
I agree	13	b	3.0
13	Okay switch tables	sd	0.0
Okay switch tables	Are you doing the first one	sv	1.0
Are you doing the first one	I am	sd	0.0
I am	I already found it	sd	0.0
I already found it	I already found it	sd	0.0
I already found it	I did too	sd	1.0
I did too	Pam Pam	sd	0.0
Pam Pam	Vertically right above the zero I did 16 as the tickKingsly and I kept going up until I got 66 for full	sd	4.0
Vertically right above the zero I did 16 as the tickKingsly and I kept going up until I got 66 for full	I labeled it by fourths because I saw that there are four tickKingslys	sd	4.0
I labeled it by fourths because I saw that there are four tickKingslys	Now we have to multiply the numerator just count how many boxes there are to get 624	sd	3.0
Now we have to multiply the numerator just count how many boxes there are to get 624	24ths	aa	3.0
24ths		b	1.0
	14	b	3.0
14	Three	sd	3.0
Three	Yes	b	1.0
Yes		b	3.0
		b	3.0
	Youre shading 14	sd	3.0
Youre shading 14		b	3.0
		b	3.0
	Im amazing	sd	0.0
Im amazing	You are not amazing	sd	0.0
You are not amazing	We are going to solve it	sd	0.0
We are going to solve it	Youre broke	sd	0.0
Youre broke	Ive been alive for an actual decade	sd	0.0
Ive been alive for an actual decade	Eight	sd	3.0
