text_a	text_b	labels
Shelly	Guys you know about your sevens	1.0
Guys you know about your sevens	Yeah	0.0
Yeah	Doe  Is what are you guys doing	2.0
Doe  Is what are you guys doing	Just if you guys just go on to does doesn t it have to do something	1.0
Just if you guys just go on to does doesn t it have to do something	We just mark them down and say that we rolled a seven	1.0
We just mark them down and say that we rolled a seven	OK	0.0
OK	Four	1.0
Four	Wait	0.0
Wait	Shelly	0.0
Shelly	What What s our player A	2.0
What What s our player A	Two eleven four nine eight alright	1.0
Two eleven four nine eight alright	We got the first one	1.0
We got the first one	Twelve	1.0
Twelve	That s seven	1.0
That s seven	That s a seven	1.0
That s a seven	Ah	0.0
Ah	Just leave it there cause we should get at least one	1.0
Just leave it there cause we should get at least one	Twelve three five hello	1.0
Twelve three five hello	Five	1.0
Five	Hello	0.0
Hello	Yes	0.0
Yes	OK we got one seven so far	1.0
OK we got one seven so far	Let s go	0.0
Let s go	Seven	1.0
Seven	Nine	1.0
Nine	Nine	1.0
Nine	We ve got nine	1.0
We ve got nine	They ve got nine	1.0
They ve got nine	We got nine	1.0
We got nine	They got nine	1.0
They got nine	We got nine	1.0
We got nine	They got nine	1.0
They got nine	OK nine	1.0
OK nine	We re nine	1.0
We re nine	Der	0.0
Der	Der Jeff	0.0
Der Jeff	A five	1.0
A five	They have five	1.0
They have five	There is no five	1.0
There is no five	We lost the six	1.0
We lost the six	Seven	1.0
Seven	They re all working out there for the seven	1.0
They re all working out there for the seven	Six	1.0
Six	I m out of it	0.0
I m out of it	Six is them	1.0
Six is them	What was that	0.0
What was that	It s time	0.0
It s time	Four is us	1.0
Four is us	We re winning	1.0
We re winning	Seven	1.0
Seven	Maybe you wanna roll some time Jeff	0.0
Maybe you wanna roll some time Jeff	Was that just a five and a two	1.0
Was that just a five and a two	No it was a five and a three	1.0
No it was a five and a three	Or was it a two and a six	1.0
Or was it a two and a six	I don t know	2.0
I don t know	People I don t think we should be playing this	0.0
People I don t think we should be playing this	You guys can t even	0.0
You guys can t even	Wait let go	0.0
Wait let go	Come on	0.0
Come on	Six	1.0
Six	OK six	1.0
OK six	We had six	1.0
We had six	Six	1.0
Six	It was they had six	1.0
It was they had six	They had six	1.0
They had six	Six	1.0
Six	Shelly wouldn t it be a lot easier if you make the four a little	1.0
Shelly wouldn t it be a lot easier if you make the four a little	Seven	1.0
Seven	Nice going Romina	0.0
Nice going Romina	That could ve been one for us	0.0
That could ve been one for us	It s us	0.0
It s us	Will you stop trying to cheat	0.0
Will you stop trying to cheat	Give me those dice	0.0
Give me those dice	Give me them	0.0
Give me them	I paid for these dice	0.0
I paid for these dice	Nine	1.0
Nine	They re not the same color	0.0
They re not the same color	Yes they are	0.0
Yes they are	They re not	0.0
They re not	We have eight an you only have four	1.0
We have eight an you only have four	Five	1.0
Five	Seven	1.0
Seven	Eight	1.0
Eight	We need one more	1.0
We need one more	We won	1.0
We won	OK	0.0
OK	You re scary	0.0
You re scary	Shelly why don t you do it like you know like that like with four lines like	0.0
Shelly why don t you do it like you know like that like with four lines like	It s gotta be a lot easier to keep score	0.0
It s gotta be a lot easier to keep score	Here Sarah you roll	0.0
Here Sarah you roll	I like being sloppy	0.0
I like being sloppy	Wait wait wait OK	0.0
Wait wait wait OK	Hold these from you	0.0
Hold these from you	Romina	0.0
Romina	I m not trying to cheat	0.0
I m not trying to cheat	Yes you are Romina	0.0
Yes you are Romina	I m not	0.0
I m not	Such a cheat	0.0
Such a cheat	Jeff Shelly sevens wait	1.0
I think we will finish up what we re doing and head to our seats	Nah forget it	0.0
Nah forget it	We ll do it later	0.0
We ll do it later	Who s gonna here give uh who s gonna represent us	0.0
Who s gonna here give uh who s gonna represent us	All of us	0.0
All of us	But we have two different ways remember	0.0
But we have two different ways remember	We d go but you came up with two different ways to play either way	0.0
We d go but you came up with two different ways to play either way	Yeah but then you should ve made a thing for you	0.0
Yeah but then you should ve made a thing for you	Yeah so you have to go with us	0.0
Yeah so you have to go with us	You should have made up your own thing	0.0
You should have made up your own thing	I did but you guys started screaming at me so I scribbled it all out	0.0
I did but you guys started screaming at me so I scribbled it all out	You could still use it then	0.0
You could still use it then	Well if you wanna make your own way get a piece of transparent and we ll do it like all ours and just scratch off Sarah and Romina and you have your own way	0.0
Well if you wanna make your own way get a piece of transparent and we ll do it like all ours and just scratch off Sarah and Romina and you have your own way	OK we ll all go up together then	0.0
OK we ll all go up together then	We re playing in a series right	0.0
We re playing in a series right	OK	0.0
OK	What	0.0
What	A series	0.0
A series	Series	0.0
Series	Yes	0.0
Yes	Series	0.0
Series	Yes	0.0
Yes	Series	0.0
Series	We have to play five games to finish the series	0.0
We have to play five games to finish the series	No	0.0
No	Let s write that down	0.0
Let s write that down	Write it down	0.0
Write it down	Best of five	0.0
Best of five	Aw	0.0
Aw	One o clock	0.0
One o clock	We re here for an hour already	0.0
We re here for an hour already	I didn t realize that	0.0
I didn t realize that	I thought we were here only for like fifteen minutes	0.0
I thought we were here only for like fifteen minutes	Weird	0.0
Weird	I m weird	0.0
I m weird	No it s weird	0.0
No it s weird	What time are we leaving	0.0
What time are we leaving	I don t know	0.0
I don t know	When they want us to go	0.0
When they want us to go	Hopefully it s like two twenty two	0.0
Hopefully it s like two twenty two	Aw we have	0.0
Aw we have	Then you ll have three minutes of homeroom	0.0
Then you ll have three minutes of homeroom	We have Ms McGreah	0.0
We have Ms McGreah	No it s cancelled	0.0
No it s cancelled	Shawn mes that s what Shawn said	0.0
Shawn mes that s what Shawn said	Yeah that s what I thought but	0.0
Yeah that s what I thought but	Can we go first	0.0
Can we go first	Like or not or	0.0
Like or not or	You know when you write hi it s like you write the  h  and then you just turn it sideways and you have the  i  Isn t that amazing	0.0
You know when you write hi it s like you write the  h  and then you just turn it sideways and you have the  i  Isn t that amazing	That s pretty cool	0.0
That s pretty cool	Turn this way and you got the  h	0.0
Turn this way and you got the  h	So you mean if I make an  h	0.0
So you mean if I make an  h	And then you just turn it sideways	0.0
And then you just turn it sideways	And and then I make another  h	0.0
And and then I make another  h	Yeah	0.0
Yeah	And I have hi	0.0
And I have hi	So make a diagonal  h	0.0
So make a diagonal  h	Why	0.0
Why	So then and then you can write it a second way and that will be your special way to write hi	0.0
So then and then you can write it a second way and that will be your special way to write hi	Because it could be an  I  or an  h	0.0
OK	Oh that s another  i	0.0
Oh that s another  i	You make an  I  over there and you got an exclamation point	0.0
Did you like the problem	Yes	0.0
Yes	We re gonna market the game	0.0
My my question is that did you change your mind about what you originally thought	Yes	0.0
But how many of you changed your mind about what you thought after you started playing it	I don t know	2.0
OK so tell me in what way that happened	Jeff and I thought that	0.0
Romina	Well Jeff and I thought that the game was pretty fair at first but then when we started playing we realized that player B had a little bit more of a an advantage	4.0
Well Jeff and I thought that the game was pretty fair at first but then when we started playing we realized that player B had a little bit more of a an advantage	We started to break it up more into the numbers than just playing the game	4.0
We started to break it up more into the numbers than just playing the game	And then we sorta got like we came to the we figured out when you go inside the numbers you find a lot more about	4.0
You want to tell	First we explain this	0.0
First we explain this	And then this	0.0
And then this	This is the new game this explains why	0.0
Did you change your mind	That s this is the basic	3.0
That s this is the basic	This is how we went inside the numbers	3.0
This is how we went inside the numbers	And those out of the sixteen fifteen times player B won	1.0
And those out of the sixteen fifteen times player B won	And player A only player A only won once	1.0
Yes	I thought win because it more	3.0
OK did you all hear what Mike said	No	0.0
Again Mike please	I thought A was gonna win cause it has more numbers than player B	4.0
I saw some of the papers some other people guessing A would win but I was wondering why	At first	3.0
You thought so too Michelle	I don t remember what I thought	0.0
I don t remember what I thought	Really but like it it make it s weird though because um player A could have two three four five six seven eight nine ten eleven and B can only have twelve but B could still has a chance to win	4.0
Really but like it it make it s weird though because um player A could have two three four five six seven eight nine ten eleven and B can only have twelve but B could still has a chance to win	And that s what s weird about it	4.0
And that s what s weird about it	Because like it s just it s however the luck is going	4.0
You thought about it before you played the game	I wouldn t need much skill at this game	3.0
I wouldn t need much skill at this game	You need skill	3.0
You need skill	This you just have to roll the dice	3.0
Brian	I just knew it wasn t fair	3.0
Which way did you think it was unfair though	I think that player B had an advantage	3.0
Why did you think that	Because just this is why this is what not first cause I didn t really think anything at first but then later like because player A they had like the first three beginning numbers and they re hard to get because like the only other like no combinations like one or two and they had the last three which only have like three and two	4.0
Because just this is why this is what not first cause I didn t really think anything at first but then later like because player A they had like the first three beginning numbers and they re hard to get because like the only other like no combinations like one or two and they had the last three which only have like three and two	And player B had like all the middle numbers and you re like more combinations	4.0
And player B had like all the middle numbers and you re like more combinations	So that s what I thought	0.0
Stepanie what did you think	I remembered hearing um I don t remember what I thought but I remembered hearing um a first thing and I think I saw this too	0.0
I remembered hearing um I don t remember what I thought but I remembered hearing um a first thing and I think I saw this too	That um um player A had had player A had six numbers	4.0
That um um player A had had player A had six numbers	Player A has more of an advantage	4.0
Player A has more of an advantage	And then when you got into it more that player B had the better numbers to roll because as you started playing and it s like wait a minute probably player B is winning	4.0
And then when you got into it more that player B had the better numbers to roll because as you started playing and it s like wait a minute probably player B is winning	And it was because player B had the like the better	4.0
And it was because player B had the like the better	Yeah the more chances of hitting it than player A	1.0
